square_feet,bedrooms,bathrooms,age_years,garage_size,has_pool,has_fireplace,has_basement,lot_size,price,price_per_sqft,total_rooms,luxury_score,neighborhood_Downtown,neighborhood_Historic,neighborhood_New_Development,neighborhood_Suburbs,neighborhood_Waterfront,school_district_Average,school_district_Below_Average,school_district_Excellent,school_district_Good,age_category_New,age_category_Recent,age_category_Mature,age_category_Old
2248.3570765056165,3,2.2526327383601092,4.4450524763435135,2,1,0,1,2.0,586782.6448953141,260.9828532251151,5.252632738360109,3,True,False,False,False,False,True,False,False,False,True,False,False,False
1930.8678494144076,3,1.8982748755275334,6.585012287567475,2,0,1,1,2.0,512953.1166089096,265.6593597353013,4.898274875527534,3,False,True,False,False,False,True,False,False,False,False,True,False,False
2323.844269050346,4,2.7553396083353445,16.812601970236656,0,0,0,0,2.0,537561.6969345568,231.32432069307075,6.755339608335344,0,False,False,False,True,False,False,False,False,True,False,False,True,False
2761.514928204013,4,3.572360356818516,0.9691153284549618,0,0,1,1,2.0,562930.7496432777,203.84852672492596,7.572360356818516,2,False,False,False,True,False,True,False,False,False,True,False,False,False
1882.923312638332,2,1.0,3.545463529122623,1,0,0,0,2.0,523967.8419033726,278.2735963734999,3.0,0,True,False,False,False,False,False,False,True,False,True,False,False,False
1882.9315215254096,5,2.592020863317934,24.834084446345983,2,0,1,0,2.0,547129.5230830977,290.57324540398287,7.592020863317934,2,False,False,False,False,True,True,False,False,False,False,False,True,False
2789.6064077536957,2,2.3718937635466877,2.383563061866493,1,0,1,0,2.0,538750.8949363785,193.1279242257701,4.371893763546687,1,False,True,False,False,False,False,True,False,False,True,False,False,False
2383.717364576454,4,3.0370720611603725,6.292969417013387,1,1,1,0,2.0,553319.0770138034,232.12444782106905,7.037072061160373,2,False,True,False,False,False,False,False,False,True,False,True,False,False
1765.262807032524,4,2.6705573025901512,29.999357730551136,2,0,0,0,2.0,516500.84934376506,292.591475493682,6.670557302590151,1,False,False,False,False,True,False,False,False,True,False,False,True,False
2271.2800217929826,5,1.8984245346089446,2.5249539952754816,2,0,0,0,2.0,594270.7457373857,261.6457416238177,6.898424534608944,1,True,False,False,False,False,False,False,True,False,True,False,False,False
1768.291153593769,4,2.2447568514667053,1.2954129575855944,0,1,1,0,2.0,502580.4916952814,284.2181790447048,6.244756851466706,2,True,False,False,False,False,True,False,False,False,True,False,False,False
1767.1351232148716,5,1.8631793145572089,9.940375253060123,2,0,0,0,2.0,484057.5463736191,273.922203239894,6.863179314557209,1,True,False,False,False,False,True,False,False,False,False,True,False,False
2120.981135783017,3,3.3608057108788785,5.402060638916838,2,1,0,0,2.0,541023.953595816,255.08192622188622,6.3608057108788785,2,False,False,False,True,False,False,False,True,False,False,True,False,False
1043.359877671101,5,2.517049318937554,12.431354899219077,2,1,0,1,2.0,468786.01783234545,449.3042409094067,7.517049318937554,3,True,False,False,False,False,False,False,False,True,False,True,False,False
1137.5410837434836,2,4.020952548602406,24.42968487259693,3,1,1,0,2.0,400177.96393421636,351.79209758058886,6.020952548602406,3,False,False,False,True,False,False,False,False,True,False,False,True,False
1718.8562353795137,5,2.4514713489483033,2.2126899470207846,0,0,0,1,2.0,421366.83184428065,245.14373172765391,7.451471348948303,1,False,False,False,True,False,True,False,False,False,True,False,False,False
1493.5844398327881,4,1.9332745864716299,13.037496623045444,1,0,1,1,2.0,417748.4698937557,279.69524772266914,5.933274586471629,2,False,False,True,False,False,True,False,False,False,False,True,False,False
2157.123666297637,5,1.2890284859097383,10.563387655922895,2,0,0,1,2.0,639841.965601682,296.61811958137287,6.289028485909738,2,False,False,False,False,True,False,False,True,False,False,True,False,False
1545.9879622393946,4,1.057488258995244,2.3336542021703623,2,0,0,1,2.0,434696.04499711696,281.17686270173215,5.057488258995244,2,False,True,False,False,False,True,False,False,False,True,False,False,False
1293.8481493323543,4,1.232691245595608,14.67243161627855,2,0,1,1,2.0,498941.4720729675,385.6259889001882,5.232691245595608,3,False,False,False,False,True,True,False,False,False,False,True,False,False
2732.824384460777,4,2.7137013208091867,4.795651418568666,2,0,0,0,2.0,638358.2797234989,233.58920659274472,6.713701320809187,1,True,False,False,False,False,False,False,False,True,True,False,False,False
1887.1118497567322,4,2.906980018583947,10.036606645424834,2,0,0,1,2.0,610807.8984781827,323.67339464108716,6.906980018583948,2,False,False,False,False,True,False,False,True,False,False,True,False,False
2033.764102343962,2,1.235047438374293,1.2878187286516203,3,0,1,1,2.0,509858.09946803603,250.6967739672523,3.235047438374293,3,False,False,False,True,False,True,False,False,False,True,False,False,False
1287.6259068932716,2,3.2160306512608923,9.231242572589874,3,1,1,1,2.0,478817.8952285584,371.86102940708116,5.216030651260892,4,False,False,False,False,True,False,True,False,False,False,True,False,False
1727.8086377374086,3,2.1135511586532485,5.489270444320706,2,1,0,1,2.0,471266.4412450688,272.7538402992355,5.113551158653248,3,False,False,False,True,False,False,False,False,True,False,True,False,False
2055.461294854933,3,2.6174344095884394,25.921734917167228,1,0,1,0,2.0,509107.1474541085,247.68510539627528,5.617434409588439,1,False,False,True,False,False,False,False,False,True,False,False,True,False
1424.5032112888484,5,3.7897765026043393,0.8799965661842547,2,0,1,1,2.0,512568.872087906,359.8228968709371,8.78977650260434,3,False,False,False,True,False,False,False,True,False,True,False,False,False
2187.849009172836,3,3.2174714526924255,8.134932055426082,0,1,1,1,2.0,509400.11447042756,232.83147618263538,6.2174714526924255,3,False,False,False,True,False,True,False,False,False,False,True,False,False
1699.6806550405975,6,2.285175481675334,9.199283699842553,1,0,0,0,2.0,552872.9580975507,325.28049104868177,8.285175481675335,0,False,False,True,False,False,False,False,True,False,False,True,False,False
1854.1531251033616,3,1.7870462196677699,19.365094157892553,2,1,0,0,2.0,512184.76441505435,276.236497126688,4.78704621966777,2,True,False,False,False,False,False,False,False,True,False,False,True,False
1699.1466938853016,3,1.0,12.809868293472409,1,1,1,1,2.0,524743.2077238795,308.8274894759037,4.0,3,False,False,False,False,True,True,False,False,False,False,True,False,False
2926.139092254469,4,1.9246773446060639,16.503759624273044,1,0,1,1,2.0,665454.803219797,227.41735175243898,5.924677344606064,2,False,False,False,False,True,True,False,False,False,False,False,True,False
1993.2513876310331,4,2.3310958089378446,22.512068157600428,1,1,0,0,2.0,488634.9869316569,245.1446866982476,6.331095808937844,1,False,True,False,False,False,False,False,False,True,False,False,True,False
1471.1445355220499,4,1.7102563782790527,29.729602502367523,2,0,0,1,2.0,446041.50057623873,303.1935270846495,5.710256378279053,2,False,False,True,False,False,False,False,False,True,False,False,True,False
2411.2724560515944,4,2.3949944263261562,5.650442640984961,2,0,0,0,2.0,584797.4110437854,242.52647583482883,6.394994426326156,1,False,False,True,False,False,True,False,False,False,False,True,False,False
1389.5781750144888,4,2.5614815063670147,11.583593023761102,2,0,0,0,2.0,498557.0063364372,358.7829855857076,6.561481506367015,1,True,False,False,False,False,False,False,True,False,False,True,False,False
2104.431797502378,3,2.320115214553537,27.498857733594544,1,0,0,0,2.0,501215.14821109775,238.1712483179353,5.320115214553537,0,False,True,False,False,False,False,False,True,False,False,False,True,False
1020.1649380601123,6,1.979997935341232,68.2760493792859,2,1,0,0,2.0,425748.38104734407,417.33288918645155,7.979997935341232,2,False,False,False,False,True,True,False,False,False,False,False,False,True
1335.9069755507849,6,2.634923737573382,33.04371800810671,2,0,1,0,2.0,536961.8495267015,401.94553913854367,8.634923737573382,2,False,False,False,False,True,False,False,True,False,False,False,False,True
2098.4306179345617,4,2.853552519655527,6.965507463011681,1,0,0,0,2.0,544669.9194161636,259.56060436835884,6.853552519655527,0,True,False,False,False,False,True,False,False,False,False,True,False,False
2369.2332899977055,3,1.627680738045723,3.256798149727695,2,0,1,1,2.0,598257.4191721579,252.51097969028507,4.627680738045723,3,False,False,False,False,True,False,True,False,False,True,False,False,False
2085.6841405949854,4,3.6287459037970162,10.082312384099636,1,1,0,1,2.0,559592.4544812352,268.3016299493938,7.628745903797016,2,False,False,True,False,False,False,False,False,True,False,True,False,False
1942.1758588058797,2,2.4211294941725905,20.30110405896105,3,1,0,0,2.0,514624.66683332756,264.97325898682396,4.4211294941725905,2,False,False,True,False,False,False,False,False,True,False,False,True,False
1849.4481522053557,2,2.515079698355878,10.175920160027081,2,1,0,0,2.0,460477.29051442817,248.98091355809933,4.515079698355878,2,False,False,False,True,False,True,False,False,False,False,True,False,False
1260.7390048162863,3,3.066571538605246,9.90093447011236,3,0,0,0,2.0,416776.4186661444,330.58104577868335,6.0665715386052455,1,True,False,False,False,False,True,False,False,False,False,True,False,False
1640.0778958026458,4,2.6865729050108014,27.323734629147975,1,0,1,1,2.0,409342.8069309298,249.58741775530086,6.686572905010801,2,False,False,False,True,False,False,True,False,False,False,False,True,False
1769.6806145201062,5,3.262509307130596,6.727243746847422,2,0,1,0,2.0,455508.42672656284,257.39583910743437,8.262509307130596,2,False,True,False,False,False,True,False,False,False,False,True,False,False
2528.561113109458,4,2.7296993321614593,29.469709834566633,2,0,0,0,2.0,649445.8925922837,256.8440561808838,6.729699332161459,1,False,False,False,False,True,False,False,True,False,False,False,True,False
2171.8091447842307,4,2.01005010028765,7.83347643092252,2,0,0,1,2.0,521070.88283674,239.92480374628332,6.01005010028765,2,False,False,False,True,False,True,False,False,False,False,True,False,False
1118.479922318633,4,2.7892028201648813,5.967658231303172,3,0,0,1,2.0,481514.47752398107,430.5079312696031,6.789202820164881,2,True,False,False,False,False,False,False,False,True,False,True,False,False
2162.0419846973973,3,1.5850190341434707,9.076767386275694,1,0,1,0,2.0,475147.4860071684,219.76792743628002,4.585019034143471,1,False,False,False,True,False,False,False,False,True,False,True,False,False
1807.4588597918419,3,2.5868477646212185,21.560465228205086,1,1,1,0,2.0,492210.3167642664,272.3217262167463,5.5868477646212185,2,False,False,False,True,False,False,False,True,False,False,False,True,False
1661.5389998470207,6,2.4734160074844316,2.020158353097196,2,0,0,0,2.0,569630.9265992441,342.83331697401655,8.473416007484431,1,False,False,True,False,False,False,False,True,False,True,False,False,False
2305.8381444204338,2,2.3335065141819684,3.2801633784333624,2,0,1,1,2.0,617363.8590312995,267.7394597383904,4.333506514181968,3,False,False,False,False,True,True,False,False,False,True,False,False,False
2515.4997612479756,5,2.3971699908488553,45.375817686578216,2,0,1,1,2.0,552078.0596054384,219.47052753109566,7.397169990848855,3,False,False,False,True,False,False,False,False,True,False,False,False,True
2465.6400595580994,4,1.0,2.894519733764568,1,1,0,0,2.0,555768.6800277985,225.40543899477578,5.0,1,False,False,False,True,False,False,False,False,True,True,False,False,False
1580.3912383886807,4,2.0610200738072306,12.580480220600826,2,1,0,1,2.0,544772.8518711873,344.70758799360425,6.061020073807231,3,True,False,False,False,False,False,False,False,True,False,True,False,False
1845.3938120743928,4,2.574275920912892,12.988045141473435,1,1,1,0,2.0,474037.37936951336,256.87599918667314,6.574275920912892,2,False,False,True,False,False,True,False,False,False,False,True,False,False
2165.631715701782,4,2.6278851135979204,10.08912712971798,2,0,1,0,2.0,496348.2448097387,229.19328397852493,6.62788511359792,2,False,False,False,True,False,True,False,False,False,False,True,False,False
2487.7725635611796,5,1.6778598872592334,15.523802058339626,2,1,0,0,2.0,602143.193777811,242.0410943498224,6.677859887259233,2,False,False,False,True,False,False,False,False,True,False,False,True,False
1760.412881077355,5,3.5125662726917604,3.917096370277769,2,0,0,0,2.0,533936.9903742343,303.30213787544557,8.51256627269176,1,False,False,False,True,False,False,False,True,False,True,False,False,False
1907.1705116680914,4,1.8070601214283992,12.06662124874423,1,0,0,0,2.0,545635.596675852,286.09691337908544,5.8070601214284,0,False,False,False,False,True,False,False,False,True,False,True,False,False
1446.8325129969858,3,3.2755657604213892,6.982365520921226,2,1,0,0,2.0,456725.4140154758,315.672622720794,6.275565760421389,2,False,False,False,False,True,False,True,False,False,False,True,False,False
1401.8966879596646,4,2.841755489497348,16.255881431617247,1,0,1,0,2.0,473707.5603786981,337.90475749545936,6.8417554894973485,1,False,False,False,False,True,True,False,False,False,False,False,True,False
2406.262911197099,5,1.9830181521249575,2.2836994143156857,1,0,0,0,2.0,517533.68722133717,215.07778090793403,6.9830181521249575,0,False,False,False,True,False,True,False,False,False,True,False,False,False
2678.1200142854113,3,3.9202487140876094,12.690189888563443,2,0,1,1,2.0,578666.979594731,216.07208657866428,6.920248714087609,3,False,False,False,True,False,True,False,False,False,False,True,False,False
1963.994939209833,4,1.545090534594816,3.0734841775604855,3,0,1,0,2.0,537779.6991084805,273.8192896387215,5.5450905345948165,2,True,False,False,False,False,False,False,False,True,True,False,False,False
2501.766448946012,4,3.2353233388880014,4.899318091577119,1,1,0,0,2.0,617680.7745935562,246.89785685381764,7.235323338888001,1,False,False,False,False,True,True,False,False,False,True,False,False,False
2180.818012523817,4,3.300465854434383,3.7021293550425836,2,0,0,1,2.0,532102.4534296177,243.99213981813466,7.300465854434383,2,True,False,False,False,False,True,False,False,False,True,False,False,False
1677.4401226974378,3,1.963503832738684,3.028764719694261,2,0,0,1,2.0,502408.1743654418,299.50885731619155,4.9635038327386845,2,False,False,False,True,False,False,False,True,False,True,False,False,False
2180.697802754207,4,3.613972240051463,26.20560240155274,2,0,1,1,2.0,563394.5016205027,258.3551471042614,7.613972240051464,3,False,True,False,False,False,False,False,True,False,False,False,True,False
2769.0182832329847,5,2.299962788320838,5.046942470860331,1,0,0,0,2.0,595777.8694977153,215.1585177697386,7.299962788320838,0,False,True,False,False,False,True,False,False,False,False,True,False,False
1982.0869804450242,3,2.7309549034238856,39.28489378560806,3,0,1,0,2.0,429368.4207657023,216.62440902028388,5.730954903423886,2,False,False,False,True,False,False,True,False,False,False,False,False,True
2782.3218279070034,3,2.7082574710169767,52.56167604678273,1,0,1,1,2.0,516634.3244109835,185.68460313579925,5.708257471016976,2,False,False,False,True,False,False,False,False,True,False,False,False,True
800.0,6,2.3925530068235616,12.703585507177706,1,0,0,1,2.0,384255.54031844693,480.3194253980587,8.392553006823562,1,True,False,False,False,False,True,False,False,False,False,True,False,False
2410.9512521876118,3,3.1486466185278257,2.3147800557034293,0,0,1,0,2.0,565082.240635088,234.38144596343554,6.148646618527826,1,False,False,False,False,True,True,False,False,False,True,False,False,False
2043.5235341190855,5,3.1347909764417703,7.039216196322473,2,1,1,1,2.0,570798.5669329141,279.320769936213,8.13479097644177,4,False,True,False,False,False,False,False,False,True,False,True,False,False
1850.4963247670662,4,1.1011744214094552,23.97244545325931,1,0,0,0,2.0,466228.63383034035,251.94788424615083,5.101174421409455,0,False,False,False,True,False,False,False,True,False,False,False,True,False
2045.8803882677512,3,3.543472194302522,6.868534685230026,1,0,0,1,2.0,503070.53619090805,245.89440275971282,6.543472194302522,1,False,False,False,True,False,False,False,True,False,False,True,False,False
1006.2155426995536,5,1.1700064095714604,1.3655738640630235,1,0,1,1,2.0,433670.1551683476,430.9913102761894,6.17000640957146,2,False,True,False,False,False,True,False,False,False,True,False,False,False
1890.164056081244,4,3.326036963473326,12.205501475834367,2,0,1,1,2.0,568765.5016795646,300.9080084078784,7.326036963473326,3,False,True,False,False,False,False,False,True,False,False,True,False,False
2178.5562857558734,4,3.4013641094620666,27.976652298721998,2,1,0,1,2.0,555828.2058609936,255.13603182767574,7.401364109462067,3,False,False,False,True,False,False,False,False,True,False,False,True,False
2738.947022370758,3,1.6272268558278413,23.83911754337835,1,1,0,1,2.0,552459.1619382724,201.70494625342508,4.627226855827841,2,False,False,False,True,False,True,False,False,False,False,False,True,False
1740.8648908631762,4,2.171348569636332,2.887817468280255,2,0,0,0,2.0,527672.3727068012,303.1093196699282,6.171348569636332,1,True,False,False,False,False,True,False,False,False,True,False,False,False
1595.7531985534063,3,1.6154362652112515,16.756133001597124,2,1,1,0,2.0,515297.6283240792,322.9181234236037,4.615436265211251,3,True,False,False,False,False,False,False,True,False,False,False,True,False
1749.1214782077318,3,2.3280631757690116,3.7366208992268675,2,0,0,0,2.0,478157.2336087681,273.3699400333934,5.328063175769012,1,False,False,True,False,False,False,False,False,True,True,False,False,False
2457.701058851037,6,2.253572572651407,3.6924894466761646,1,0,0,0,2.0,589659.708991645,239.92328394377955,8.253572572651407,0,False,True,False,False,False,False,False,False,True,True,False,False,False
2164.3755548298423,3,3.123728425815472,31.080647456060365,2,0,1,1,2.0,519670.7073409114,240.10191123313004,6.123728425815472,3,False,True,False,False,False,True,False,False,False,False,False,False,True
1735.1198981164807,4,3.5482469968956867,4.308611602381981,3,0,0,0,2.0,531029.913726821,306.0479649292641,7.548246996895687,1,True,False,False,False,False,True,False,False,False,True,False,False,False
2256.633716556678,3,3.616547048631965,4.582545836497357,2,0,1,0,2.0,562643.3709704677,249.328620255212,6.616547048631965,2,False,True,False,False,False,False,False,True,False,True,False,False,False
2048.5387746740203,4,2.050265578737358,0.009804064711055537,1,1,0,1,2.0,503557.09913755115,245.81282295605126,6.050265578737358,2,False,False,False,True,False,True,False,False,False,True,False,False,False
2484.3224952664445,3,2.3326225010043777,30.680707999330835,2,0,1,1,2.0,530897.0305837193,213.698918556377,5.332622501004378,3,False,False,False,True,False,True,False,False,False,False,False,False,True
1648.9734530613239,6,1.1532494462232397,23.59621462296875,2,1,0,0,2.0,476811.3269920007,289.1564604068059,7.153249446223239,2,False,False,False,True,False,True,False,False,False,False,False,True,False
1836.1689267011159,4,1.855303946803049,14.805886678838803,2,1,1,0,2.0,519509.79360326193,282.93137197165174,5.855303946803049,3,True,False,False,False,False,True,False,False,False,False,True,False,False
1803.9459234339213,3,3.271881306477966,20.81036973479696,1,0,1,0,2.0,430094.43013552827,238.41869345884672,6.271881306477966,1,False,True,False,False,False,False,False,False,True,False,False,True,False
1268.2425259339407,2,3.7924662588385853,2.473978766049447,1,0,0,1,2.0,412908.53249656723,325.57537225973334,5.792466258838585,1,False,False,False,True,False,False,False,True,False,True,False,False,False
2148.060138532288,3,1.5125209024960622,9.196297407376433,2,0,0,0,2.0,532141.6024129839,247.73124032578622,4.512520902496062,1,True,False,False,False,False,True,False,False,False,False,True,False,False
2130.5276360899447,4,2.0260285926776844,6.4899098772651405,2,1,0,1,2.0,615489.9721233454,288.8908652003804,6.026028592677685,3,True,False,False,False,False,True,False,False,False,False,True,False,False
2002.5567283212304,3,2.4788753944328583,1.4770401539131135,1,0,0,0,2.0,481701.61115328415,240.54330363819503,5.478875394432858,0,True,False,False,False,False,True,False,False,False,True,False,False,False
1882.7064333124265,5,2.7241289270556854,9.986788620619517,3,0,1,0,2.0,553199.5897367058,293.83210252456007,7.724128927055686,2,True,False,False,False,False,False,False,False,True,False,True,False,False
1292.3146289747929,4,1.852317184062683,38.02525919558891,1,0,1,1,2.0,339082.9625233801,262.38421737311626,5.852317184062683,2,False,False,False,True,False,False,True,False,False,False,False,False,True
1789.6773386173204,3,2.8392488355712717,0.6132536814149846,2,0,0,0,2.0,492978.1244258636,275.4564265795149,5.839248835571272,1,False,True,False,False,False,True,False,False,False,True,False,False,False
1828.6427417366153,4,2.120928522343267,5.1682508010578845,2,0,1,0,2.0,552537.4763769094,302.1571484499912,6.120928522343267,2,True,False,False,False,False,False,False,True,False,False,True,False,False
1598.8613653891905,4,2.4884381832973768,3.4892164362461964,2,0,1,0,2.0,487135.12168939033,304.67627289925366,6.488438183297377,2,True,False,False,False,False,False,False,False,True,True,False,False,False
1919.3571441669953,3,2.9370273984029596,4.080018010454159,3,0,1,0,2.0,489912.96413524536,255.24846463520916,5.937027398402959,2,False,False,False,True,False,True,False,False,False,True,False,False,False
2202.0254284072694,3,2.5051378158487503,35.86051923576987,1,0,0,1,2.0,472330.8642990735,214.49836963995082,5.50513781584875,1,False,True,False,False,False,True,False,False,False,False,False,False,True
2943.0929506052653,2,2.150891287578745,9.468623988865069,2,0,0,0,2.0,545421.9149172377,185.32269421020777,4.1508912875787445,1,False,False,False,True,False,False,False,False,True,False,True,False,False
2087.2889064159194,4,2.4123121568593353,9.418804434918608,1,0,0,0,2.0,454498.8954443434,217.7460408318668,6.412312156859335,0,False,False,False,True,False,True,False,False,False,False,True,False,False
2128.775195361382,4,2.4293096326357317,21.442766203557976,2,0,0,0,2.0,527125.5733893461,247.61918240026327,6.429309632635732,1,False,False,False,True,False,False,False,False,True,False,False,True,False
1962.7770421169164,4,2.2039911760942976,2.517268351684477,2,0,0,1,2.0,512332.0905440891,261.02408961922794,6.203991176094298,2,False,False,False,True,False,False,False,False,True,True,False,False,False
1040.6143923504792,5,2.292963149866318,10.019952406357188,2,0,0,1,2.0,439352.68098368164,422.2050782819728,7.292963149866318,2,True,False,False,False,False,True,False,False,False,False,True,False,False
1986.7430622753916,5,3.7789177364037734,8.431394675272337,1,0,0,1,2.0,577211.2399727639,290.5313983136255,8.778917736403773,1,False,False,False,False,True,True,False,False,False,False,True,False,False
2030.1151049705131,4,2.948735558352991,13.628956950613599,2,0,1,1,2.0,586417.7169550478,288.8593437481789,6.9487355583529915,3,False,False,False,False,True,True,False,False,False,False,True,False,False
3231.621056242643,5,2.2636157455766717,100.0,1,0,0,0,2.0,538508.1716337804,166.63716514457164,7.263615745576672,0,False,False,False,True,False,True,False,False,False,False,False,False,True
1903.8195176094387,3,3.0575635236085885,22.0092408520916,0,0,0,0,2.0,541752.9860140563,284.5611051904316,6.0575635236085885,0,False,False,False,False,True,False,False,True,False,False,False,True,False
2150.7736711668063,3,2.232944408195192,7.609121607965189,2,0,0,0,2.0,559644.1760031682,260.20598238937816,5.232944408195192,1,False,False,False,False,True,True,False,False,False,False,True,False,False
1982.6441151473784,3,3.438499710069313,26.364984588427617,2,0,0,0,2.0,480436.2736759233,242.32098438917788,6.438499710069313,1,False,False,False,True,False,False,False,False,True,False,False,True,False
1415.660981190234,2,2.7957137537584753,2.8077508854175206,2,1,0,0,2.0,448899.363807493,317.0952436861511,4.795713753758475,2,False,False,False,True,False,False,False,True,False,True,False,False,False
2571.4114072575103,4,2.414158284796617,0.4640602334810582,1,1,0,1,2.0,624859.7982047404,243.00265466706188,6.414158284796617,2,True,False,False,False,False,False,False,False,True,True,False,False,False
2375.966516343387,5,2.858173540648222,3.4307930074641932,1,1,0,1,2.0,624302.1194609106,262.75712017259895,7.858173540648222,2,True,False,False,False,False,False,False,False,True,True,False,False,False
2395.5159735215234,2,1.2432990783452005,6.242088124984625,2,1,0,1,2.0,580585.8474545656,242.3635884176871,3.2432990783452005,3,False,False,False,False,True,False,False,False,True,False,True,False,False
1545.3062726026305,3,1.5985860248721557,10.718037151658407,2,0,0,0,2.0,472043.7460804824,305.4693781094012,4.598586024872156,1,False,True,False,False,False,False,False,False,True,False,True,False,False
2701.3971554680497,4,1.5448599948807558,14.3227114641107,1,0,0,1,2.0,636458.9189901551,235.6036089332007,5.544859994880756,1,False,False,True,False,False,False,False,True,False,False,True,False,False
1299.0744686038597,5,2.6143544758109654,36.22047824687898,2,0,1,1,2.0,480981.88388948713,370.2496627513645,7.614354475810965,3,False,False,False,False,True,False,False,False,True,False,False,False,True
2293.428546900135,3,3.8860119995880735,10.695779888396066,2,0,0,1,2.0,563966.8447483827,245.905565931259,6.8860119995880735,2,True,False,False,False,False,True,False,False,False,False,True,False,False
3095.227812904989,4,4.2850401169541055,10.43552594843929,2,0,0,0,2.0,671534.6030516635,216.9580540249161,8.285040116954105,1,True,False,False,False,False,False,False,False,True,False,True,False,False
1504.7318374346557,2,3.010440881152606,0.7732369038535296,2,1,0,0,2.0,488729.0548650084,324.7947858259043,5.010440881152606,2,False,True,False,False,False,False,False,False,True,True,False,False,False
1716.851135198614,3,2.9006755799555655,0.5330328984707247,2,0,0,0,2.0,409296.9646795889,238.39979849635557,5.900675579955566,1,False,False,False,True,False,True,False,False,False,True,False,False,False
2049.8256825438207,6,1.0591538126778088,12.016330760047033,2,0,0,0,2.0,578725.5028230095,282.32913059456587,7.059153812677809,1,False,False,False,False,True,True,False,False,False,False,True,False,False
1748.2621729419004,6,2.0658609602127824,8.648569451563471,2,0,0,1,2.0,504499.2221318699,288.5718343278687,8.065860960212783,2,False,True,False,False,False,True,False,False,False,False,True,False,False
1224.6682844669335,2,1.8697729984734088,27.4120801185722,1,0,1,0,2.0,436043.07061942935,356.04994115547595,3.869772998473409,1,False,False,False,False,True,False,False,False,True,False,False,True,False
2034.2814874030137,6,2.003321921399107,2.6274411600683925,2,0,0,0,2.0,529432.7281449923,260.25539308273017,8.003321921399106,1,False,True,False,False,False,True,False,False,False,True,False,False,False
1468.8481431369476,4,2.3654849451321684,0.3793311586698058,2,1,0,1,2.0,513642.1480457127,349.69043630933294,6.3654849451321684,3,True,False,False,False,False,False,False,True,False,True,False,False,False
